antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.005927444513771281,0.01379356448881362,0.005793742757821553,0.9774436090225564,70.86229305088246,1.0,0.0057119821696669845,43.72181864099604,0.991766764954391,0.416,0.9771281243305294,0.6987379596001313
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.006373117033603708,0.01379356448881362,0.006127997147695873,0.9615384615384617,69.70920840064622,1.0,0.006040089146898104,25.641367323290936,0.9919766763848396,0.4365079365079365,0.9610005196918003,0.7029017024978254
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.006506818789553436,0.01379356448881362,0.0062394152776539796,0.9589041095890412,69.5182242680417,1.0,0.00614966305306325,23.997689930772236,0.9920705057547871,0.44374009508716317,0.9583293224104167,0.7056232987363622
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.006127997147695873,0.010295035208129067,0.005793742757821553,0.9454545454545454,91.83597009051554,1.0,0.00573065481143071,18.144591021184294,0.9952096624256441,0.5450733752620546,0.9448871567933125,0.7541125541125542
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.006373117033603708,0.010295035208129067,0.005927444513771281,0.9300699300699302,90.34159779614326,1.0,0.005861833049524804,14.152780996523784,0.9952738990332974,0.5518672199170125,0.9293425087093752,0.7529137529137531
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.0062394152776539796,0.012456546929316338,0.005793742757821553,0.9285714285714287,74.54485049833889,1.0,0.005716021188603963,13.8256083429896,0.9927796214907167,0.44905008635578586,0.9276704521644388,0.6968438538205981
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.00672965504946965,0.010295035208129067,0.0062394152776539796,0.9271523178807947,90.05819787276741,1.0,0.006170133241981126,13.585949971233857,0.9955960874052137,0.578512396694215,0.9263945471522165,0.7666064619707003
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.008556912380782601,0.01379356448881362,0.007910687227025582,0.9244791666666666,67.0224993268713,1.0,0.007792656904276129,13.058733490906738,0.9935816282211836,0.5478395061728395,0.9234228954365035,0.7489924104738825
"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.0072867456992601835,0.01379356448881362,0.00672965504946965,0.9235474006116209,66.95494854579499,1.0,0.006629144852753319,12.899580176486333,0.9922951868312576,0.468944099378882,0.9224780972466977,0.7057155419859397
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.006506818789553436,0.012456546929316338,0.005927444513771281,0.9109589041095891,73.13093341828609,1.0,0.005846392020158651,11.090872626793843,0.9927857729736147,0.4547008547008548,0.9098357691364921,0.6934043178866371
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.00672965504946965,0.012456546929316338,0.006127997147695873,0.9105960264900662,73.10180194055137,1.0,0.006044168883754044,11.04585640101283,0.993003014394857,0.4692832764505119,0.9094683142985358,0.701272968522314
"frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})",0.006373117033603708,0.009114003030573135,0.005793742757821553,0.9090909090909092,99.7466103578573,1.0,0.005735658149863092,10.899745966663707,0.9963242879569411,0.5977011494252874,0.9082547425363448,0.7723938653034008
"frozenset({'KEY FOB , FRONT  DOOR', 'KEY FOB , SHED'})","frozenset({'KEY FOB , BACK DOOR'})",0.006484535163561815,0.012924503075140387,0.005816026383813174,0.8969072164948454,69.39587628865979,1.0,0.005732216989150864,9.574632320171142,0.9920227281223132,0.42786885245901646,0.8955573471063455,0.6734536082474227
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.008400926998841252,0.022083073357696763,0.007531865585168019,0.8965517241379309,40.599046591739445,1.0,0.007346347297979952,9.453196957542255,0.9836323028866681,0.3281553398058253,0.8942156812672619,0.6188106753888444
"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",0.0072867456992601835,0.010295035208129067,0.006506818789553436,0.8929663608562691,86.73757231555396,1.0,0.006431801486026869,9.24667209962691,0.9957265771997402,0.5875251509054324,0.8918529835138905,0.7625004964454505
"frozenset({'TOILET METAL SIGN', 'KITCHEN METAL SIGN'})",frozenset({'BATHROOM METAL SIGN'}),0.00804438898297531,0.024110883322934307,0.007175327569302076,0.89196675900277,36.994362548066825,1.0,0.00698137024512926,9.03323002872873,0.9808592678997868,0.2872435325602141,0.8892976270038888,0.5947819007583166
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})",0.006506818789553436,0.010540155094036902,0.005793742757821553,0.8904109589041097,84.47797503547743,1.0,0.005725159878610866,9.028821084766923,0.9946345015114079,0.5148514851485148,0.8892435689431081,0.7200469170841901
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.010295035208129067,0.01379356448881362,0.009114003030573135,0.8852813852813852,64.18075516298457,1.0,0.0089719977985152,8.596742890682412,0.9946590553893719,0.6086309523809524,0.883676874751733,0.7730122596843114
"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN TREE CHRISTMAS SCANDINAVIAN'})",frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.00706390943934397,0.014818611284428202,0.0062394152776539796,0.8832807570977917,59.60617632409098,1.0,0.006134737949523938,8.440608114130706,0.9902180255391727,0.39886039886039876,0.881525123962826,0.6521666943383695
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.00853462875479098,0.024890810232641055,0.007531865585168019,0.8825065274151436,35.455114524871966,1.0,0.007319431760426475,8.29926265957552,0.9801606316105571,0.2908777969018933,0.8795073681821336,0.5925513836717615
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.013748997236830377,0.022083073357696763,0.012100008913450396,0.880064829821718,39.85246145618508,1.0,0.0117963887988747,8.153712753220283,0.9884983075307133,0.5098591549295773,0.8773564840624226,0.7139981061318479
"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.0072867456992601835,0.012456546929316338,0.006373117033603708,0.8746177370030581,70.21349832871061,1.0,0.006282349343838879,7.87626119888082,0.9929934148098415,0.4766666666666667,0.8730362065516446,0.6931228219899012
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.00608342989571263,0.040311079418843036,0.005303502986005883,0.8717948717948718,21.626681407775934,1.0,0.005058273360340847,7.485573580533025,0.9595984706911037,0.12906724511930584,0.8664097027112794,0.5016796360079943
"frozenset({'KEY FOB , BACK DOOR', 'KEY FOB , GARAGE DESIGN'})","frozenset({'KEY FOB , SHED'})",0.0062394152776539796,0.01461805865050361,0.005437204741955611,0.8714285714285714,59.61315331010453,1.0,0.0053459966034820165,7.664081766051639,0.989398446379812,0.35260115606936415,0.8695212250436131,0.6216898954703832
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.009804795436313397,0.022083073357696763,0.00853462875479098,0.8704545454545456,39.41727364461977,1.0,0.008318108737913662,7.548832416186208,0.9842810865134873,0.36545801526717564,0.8675291826778668,0.628466425098615
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.009114003030573135,0.012456546929316338,0.007910687227025582,0.8679706601466993,69.67987718200945,1.0,0.007797158220561316,7.479727264924255,0.9947144852156543,0.5791190864600326,0.8663052856633635,0.7515166359767487
"frozenset({""POPPY'S PLAYHOUSE BATHROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE LIVINGROOM""})",0.00672965504946965,0.008556912380782601,0.005793742757821553,0.8609271523178809,100.61189293598234,1.0,0.00573615768921035,7.128947915738186,0.9967687268535296,0.6103286384976526,0.8597268472403403,0.7690052428256071
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.009804795436313397,0.024890810232641055,0.008400926998841252,0.8568181818181819,34.423073166761625,1.0,0.00815687769626611,6.810286404724416,0.9805639464071119,0.3194915254237289,0.8531632973165002,0.5971646862537642
"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})",0.0072867456992601835,0.009114003030573135,0.0062394152776539796,0.8562691131498471,93.95093574990841,1.0,0.006173003855267907,6.894036617212822,0.9966182502092398,0.6140350877192982,0.8549471005849852,0.770432845083481
"frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB', 'WHITE SPOT RED CERAMIC DRAWER KNOB'})",frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.006685087797486407,0.013949549870754968,0.005704608253855067,0.8533333333333333,61.17282215122471,1.0,0.005611354288233655,6.723071250881214,0.9902729327440775,0.382089552238806,0.8512584557438794,0.6311395101171459
"frozenset({""POPPY'S PLAYHOUSE BEDROOM""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.012456546929316338,0.01379356448881362,0.010540155094036902,0.8461538461538463,61.34410339256867,1.0,0.010368334910659444,6.410341830822715,0.9961065628416756,0.6709219858156029,0.8440020787672008,0.8051447744501057
frozenset({'REGENCY TEA PLATE GREEN'}),frozenset({'REGENCY TEA PLATE ROSES'}),0.006127997147695873,0.007576432837151262,0.005169801230056155,0.8436363636363635,111.35007486631014,1.0,0.005123372871240382,6.346894906274028,0.9971297226210328,0.6057441253263707,0.8424426408870453,0.7629946524064171
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.014350655138604153,0.024890810232641055,0.012100008913450396,0.843167701863354,33.874658718728625,1.0,0.011742809479681324,6.217527903071079,0.9846091943800759,0.4458128078817734,0.8391643727877665,0.6646456235368694
"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM"", ""POPPY'S PLAYHOUSE KITCHEN""})",0.0072867456992601835,0.010540155094036902,0.006127997147695873,0.8409785932721713,79.7880662826257,1.0,0.006051193717894865,6.222180178543269,0.9947150328851377,0.5238095238095237,0.8392846283287606,0.7111869710546903
"frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL', 'FELTCRAFT PRINCESS CHARLOTTE DOLL'})",frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),0.006127997147695873,0.013370175594972814,0.0051475176040645335,0.84,62.8264,1.0,0.005065585206154347,6.166436402531419,0.9901507653575994,0.358695652173913,0.8378317824555064,0.6125
"frozenset({'RED SPOT CERAMIC DRAWER KNOB', 'BLUE STRIPE CERAMIC DRAWER KNOB'})",frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.007598716463142883,0.013949549870754968,0.006350833407612087,0.8357771260997068,59.914272062061414,1.0,0.006244834733355748,6.004342919537011,0.9908385874307414,0.4178885630498534,0.8334538827310835,0.6455243457974572
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.006350833407612087,0.03761476067385685,0.005303502986005883,0.8350877192982455,22.20106427205454,1.0,0.005064617907299019,5.835740281020227,0.961060650404451,0.1371757925072046,0.8286421341860718,0.4880414899808763
"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.011810321775559319,0.024890810232641055,0.009827079062305018,0.8320754716981132,33.429023158392596,1.0,0.009533110584203142,5.806830006479779,0.9816798289844658,0.3656716417910447,0.8277890003867668,0.6134414959206771
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",0.010295035208129067,0.012456546929316338,0.008556912380782601,0.8311688311688312,66.7254605859257,1.0,0.008428671791573578,5.8492958374186665,0.9952594480344035,0.6028257456828886,0.8290392505704914,0.7590548985897824
frozenset({'CHILDS GARDEN TROWEL PINK'}),frozenset({'CHILDS GARDEN TROWEL BLUE'}),0.007242178447276941,0.0073313129512434265,0.005972011765754523,0.8246153846153845,112.47854103343464,1.0,0.0059189170891087856,5.659953040190276,0.9983395685709183,0.694300518134715,0.823320088894875,0.81960252513444
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE CHOCOLATE'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.0061502807736874944,0.026205544166146715,0.0050360994741064265,0.8188405797101449,31.246845114857535,1.0,0.004874928019657356,5.375345396202869,0.9739870629786898,0.18433931484502447,0.8139654429078367,0.5055087252292221
frozenset({'CHILDS GARDEN FORK BLUE'}),frozenset({'CHILDS GARDEN TROWEL BLUE'}),0.006885640431410999,0.0073313129512434265,0.005637757375880203,0.8187702265372168,111.68125436499739,1.0,0.005587276591007794,5.477404005322601,0.997917245172721,0.6571428571428569,0.8174317616468929,0.7938835935117694
frozenset({'SET/10 BLUE SPOTTY PARTY CANDLES'}),frozenset({'SET/10 PINK SPOTTY PARTY CANDLES'}),0.006818789553436135,0.008088956234958552,0.005570906497905339,0.8169934640522876,101.00109832730153,1.0,0.005515749607632202,5.420085346287547,0.9968967466905992,0.5966587112171838,0.8155010602028724,0.7528493491060335
frozenset({'CHILDS GARDEN FORK BLUE'}),frozenset({'CHILDS GARDEN FORK PINK'}),0.006885640431410999,0.007041625813352348,0.005615473749888582,0.8155339805825242,115.81614845766254,1.0,0.005566987646485296,5.382879607432879,0.9982391412822001,0.6756032171581771,0.8142258283801921,0.806501167506452
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.006506818789553436,0.02529191550049024,0.005303502986005883,0.815068493150685,32.22644378733933,1.0,0.005138933075003495,5.270643716182535,0.9753157857436892,0.20016820857863749,0.8102698543387242,0.5123800615533161
frozenset({'MONSTERS STENCIL CRAFT'}),frozenset({'HAPPY STENCIL CRAFT'}),0.008066672608966931,0.010762991353953115,0.0065736696675283,0.8149171270718232,75.71474325978289,1.0,0.006486848139982819,5.3448327929831185,0.9948173989063049,0.5363636363636364,0.8129034080705322,0.7128415863102386
frozenset({'CHILDS GARDEN TROWEL BLUE'}),frozenset({'CHILDS GARDEN TROWEL PINK'}),0.0073313129512434265,0.007242178447276941,0.005972011765754523,0.8145896656534954,112.47854103343464,1.0,0.0059189170891087856,5.354382349030261,0.9984292122792328,0.694300518134715,0.8132370953708393,0.81960252513444
